"cfi","text"
"epubcfi(/6/18!/4/2[pgepubid00030]/106)","ROMEO.Thou detestable maw, thou womb of death,Gorg’d with the dearest morsel of the earth,Thus I enforce thy rotten jaws to open,"
"epubcfi(/6/18!/4/2[pgepubid00030]/108)","[Breaking open the door of the monument.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/110)","And in despite, I’ll cram thee with more food."
"epubcfi(/6/18!/4/2[pgepubid00030]/112)","PARIS.This is that banish’d haughty MontagueThat murder’d my love’s cousin,—with which grief,It is supposed, the fair creature died,—And here is come to do some villainous shameTo the dead bodies. I will apprehend him."
"epubcfi(/6/18!/4/2[pgepubid00030]/114)","[Advances.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/116)","Stop thy unhallow’d toil, vile Montague.Can vengeance be pursu’d further than death?Condemned villain, I do apprehend thee.Obey, and go with me, for thou must die."
"epubcfi(/6/18!/4/2[pgepubid00030]/118)","ROMEO.I must indeed; and therefore came I hither.Good gentle youth, tempt not a desperate man.Fly hence and leave me. Think upon these gone;Let them affright thee. I beseech thee, youth,Put not another sin upon my headBy urging me to fury. O be gone.By heaven I love thee better than myself;For I come hither arm’d against myself.Stay not, be gone, live, and hereafter say,A madman’s mercy bid thee run away."
"epubcfi(/6/18!/4/2[pgepubid00030]/120)","PARIS.I do defy thy conjuration,And apprehend thee for a felon here."
"epubcfi(/6/18!/4/2[pgepubid00030]/122)","ROMEO.Wilt thou provoke me? Then have at thee, boy!"
"epubcfi(/6/18!/4/2[pgepubid00030]/124)","[They fight.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/126)","PAGE.O lord, they fight! I will go call the watch."
"epubcfi(/6/18!/4/2[pgepubid00030]/128)","[Exit.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/130)","PARIS.O, I am slain! [Falls.] If thou be merciful,Open the tomb, lay me with Juliet."
"epubcfi(/6/18!/4/2[pgepubid00030]/132)","[Dies.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/134)","ROMEO.In faith, I will. Let me peruse this face.Mercutio’s kinsman, noble County Paris!What said my man, when my betossed soulDid not attend him as we rode? I thinkHe told me Paris should have married Juliet.Said he not so? Or did I dream it so?Or am I mad, hearing him talk of Juliet,To think it was so? O, give me thy hand,One writ with me in sour misfortune’s book.I’ll bury thee in a triumphant grave.A grave? O no, a lantern, slaught’red youth,For here lies Juliet, and her beauty makesThis vault a feasting presence full of light.Death, lie thou there, by a dead man interr’d."
"epubcfi(/6/18!/4/2[pgepubid00030]/136)","[Laying Paris in the monument.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/138)","How oft when men are at the point of deathHave they been merry! Which their keepers callA lightning before death. O, how may ICall this a lightning? O my love, my wife,Death that hath suck’d the honey of thy breath,Hath had no power yet upon thy beauty.Thou art not conquer’d. Beauty’s ensign yetIs crimson in thy lips and in thy cheeks,And death’s pale flag is not advanced there.Tybalt, liest thou there in thy bloody sheet?O, what more favour can I do to theeThan with that hand that cut thy youth in twainTo sunder his that was thine enemy?Forgive me, cousin. Ah, dear Juliet,Why art thou yet so fair? Shall I believeThat unsubstantial death is amorous;And that the lean abhorred monster keepsThee here in dark to be his paramour?For fear of that I still will stay with thee,And never from this palace of dim nightDepart again. Here, here will I remainWith worms that are thy chambermaids. O, hereWill I set up my everlasting rest;And shake the yoke of inauspicious starsFrom this world-wearied flesh. Eyes, look your last.Arms, take your last embrace! And, lips, O youThe doors of breath, seal with a righteous kissA dateless bargain to engrossing death.Come, bitter conduct, come, unsavoury guide.Thou desperate pilot, now at once run onThe dashing rocks thy sea-sick weary bark.Here’s to my love! [Drinks.] O true apothecary!Thy drugs are quick. Thus with a kiss I die."
"epubcfi(/6/18!/4/2[pgepubid00030]/140)","[Dies.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/142)","Enter, at the other end of the Churchyard,Friar Lawrence, with a lantern, crow, and spade."
"epubcfi(/6/18!/4/2[pgepubid00030]/144)","FRIAR LAWRENCE.Saint Francis be my speed. How oft tonightHave my old feet stumbled at graves? Who’s there?Who is it that consorts, so late, the dead?"
"epubcfi(/6/18!/4/2[pgepubid00030]/146)","BALTHASAR.Here’s one, a friend, and one that knows you well."
"epubcfi(/6/18!/4/2[pgepubid00030]/148)","FRIAR LAWRENCE.Bliss be upon you. Tell me, good my friend,What torch is yond that vainly lends his lightTo grubs and eyeless skulls? As I discern,It burneth in the Capels’ monument."
"epubcfi(/6/18!/4/2[pgepubid00030]/150)","BALTHASAR.It doth so, holy sir, and there’s my master,One that you love."
"epubcfi(/6/18!/4/2[pgepubid00030]/152)","FRIAR LAWRENCE.Who is it?"
"epubcfi(/6/18!/4/2[pgepubid00030]/154)","BALTHASAR.Romeo."
"epubcfi(/6/18!/4/2[pgepubid00030]/156)","FRIAR LAWRENCE.How long hath he been there?"
"epubcfi(/6/18!/4/2[pgepubid00030]/158)","BALTHASAR.Full half an hour."
"epubcfi(/6/18!/4/2[pgepubid00030]/160)","FRIAR LAWRENCE.Go with me to the vault."
"epubcfi(/6/18!/4/2[pgepubid00030]/162)","BALTHASAR.I dare not, sir;My master knows not but I am gone hence,And fearfully did menace me with deathIf I did stay to look on his intents."
"epubcfi(/6/18!/4/2[pgepubid00030]/164)","FRIAR LAWRENCE.Stay then, I’ll go alone. Fear comes upon me.O, much I fear some ill unlucky thing."
"epubcfi(/6/18!/4/2[pgepubid00030]/166)","BALTHASAR.As I did sleep under this yew tree here,I dreamt my master and another fought,And that my master slew him."
"epubcfi(/6/18!/4/2[pgepubid00030]/168)","FRIAR LAWRENCE.Romeo! [Advances.]Alack, alack, what blood is this which stainsThe stony entrance of this sepulchre?What mean these masterless and gory swordsTo lie discolour’d by this place of peace?"
"epubcfi(/6/18!/4/2[pgepubid00030]/170)","[Enters the monument.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/172)","Romeo! O, pale! Who else? What, Paris too?And steep’d in blood? Ah what an unkind hourIs guilty of this lamentable chance?The lady stirs."
"epubcfi(/6/18!/4/2[pgepubid00030]/174)","[Juliet wakes and stirs.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/176)","JULIET.O comfortable Friar, where is my lord?I do remember well where I should be,And there I am. Where is my Romeo?"
"epubcfi(/6/18!/4/2[pgepubid00030]/178)","[Noise within.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/180)","FRIAR LAWRENCE.I hear some noise. Lady, come from that nestOf death, contagion, and unnatural sleep.A greater power than we can contradictHath thwarted our intents. Come, come away.Thy husband in thy bosom there lies dead;And Paris too. Come, I’ll dispose of theeAmong a sisterhood of holy nuns.Stay not to question, for the watch is coming.Come, go, good Juliet. I dare no longer stay."
"epubcfi(/6/18!/4/2[pgepubid00030]/182)","JULIET.Go, get thee hence, for I will not away."
"epubcfi(/6/18!/4/2[pgepubid00030]/184)","[Exit Friar Lawrence.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/186)","What’s here? A cup clos’d in my true love’s hand?Poison, I see, hath been his timeless end.O churl. Drink all, and left no friendly dropTo help me after? I will kiss thy lips.Haply some poison yet doth hang on them,To make me die with a restorative."
"epubcfi(/6/18!/4/2[pgepubid00030]/188)","[Kisses him.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/190)","Thy lips are warm!"
"epubcfi(/6/18!/4/2[pgepubid00030]/192)","FIRST WATCH.[Within.] Lead, boy. Which way?"
"epubcfi(/6/18!/4/2[pgepubid00030]/194)","JULIET.Yea, noise? Then I’ll be brief. O happy dagger."
"epubcfi(/6/18!/4/2[pgepubid00030]/196)","[Snatching Romeo’sdagger.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/198)","This is thy sheath. [stabs herself] There rest, and let me die."
"epubcfi(/6/18!/4/2[pgepubid00030]/200)","[Falls on Romeo’sbody and dies.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/202)","Enter Watch with thePage of Paris."
"epubcfi(/6/18!/4/2[pgepubid00030]/204)","PAGE.This is the place. There, where the torch doth burn."
"epubcfi(/6/18!/4/2[pgepubid00030]/206)","FIRST WATCH.The ground is bloody. Search about the churchyard.Go, some of you, whoe’er you find attach."
"epubcfi(/6/18!/4/2[pgepubid00030]/208)","[Exeunt some of the Watch.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/210)","Pitiful sight! Here lies the County slain,And Juliet bleeding, warm, and newly dead,Who here hath lain this two days buried.Go tell the Prince; run to the Capulets.Raise up the Montagues, some others search."
"epubcfi(/6/18!/4/2[pgepubid00030]/212)","[Exeunt others of the Watch.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/214)","We see the ground whereon these woes do lie,But the true ground of all these piteous woesWe cannot without circumstance descry."
"epubcfi(/6/18!/4/2[pgepubid00030]/216)","Re-enter some of the Watch withBalthasar."
"epubcfi(/6/18!/4/2[pgepubid00030]/218)","SECOND WATCH.Here’s Romeo’s man. We found him in the churchyard."
"epubcfi(/6/18!/4/2[pgepubid00030]/220)","FIRST WATCH.Hold him in safety till the Prince come hither."
"epubcfi(/6/18!/4/2[pgepubid00030]/222)","Re-enter others of the Watch withFriar Lawrence."
"epubcfi(/6/18!/4/2[pgepubid00030]/224)","THIRD WATCH.Here is a Friar that trembles, sighs, and weeps.We took this mattock and this spade from himAs he was coming from this churchyard side."
"epubcfi(/6/18!/4/2[pgepubid00030]/226)","FIRST WATCH.A great suspicion. Stay the Friar too."
"epubcfi(/6/18!/4/2[pgepubid00030]/228)","Enter the Prince andAttendants."
"epubcfi(/6/18!/4/2[pgepubid00030]/230)","PRINCE.What misadventure is so early up,That calls our person from our morning’s rest?"
"epubcfi(/6/18!/4/2[pgepubid00030]/232)","Enter Capulet, Lady Capuletand others."
"epubcfi(/6/18!/4/2[pgepubid00030]/234)","CAPULET.What should it be that they so shriek abroad?"
"epubcfi(/6/18!/4/2[pgepubid00030]/236)","LADY CAPULET.O the people in the street cry Romeo,Some Juliet, and some Paris, and all runWith open outcry toward our monument."
"epubcfi(/6/18!/4/2[pgepubid00030]/238)","PRINCE.What fear is this which startles in our ears?"
"epubcfi(/6/18!/4/2[pgepubid00030]/240)","FIRST WATCH.Sovereign, here lies the County Paris slain,And Romeo dead, and Juliet, dead before,Warm and new kill’d."
"epubcfi(/6/18!/4/2[pgepubid00030]/242)","PRINCE.Search, seek, and know how this foul murder comes."
"epubcfi(/6/18!/4/2[pgepubid00030]/244)","FIRST WATCH.Here is a Friar, and slaughter’d Romeo’s man,With instruments upon them fit to openThese dead men’s tombs."
"epubcfi(/6/18!/4/2[pgepubid00030]/246)","CAPULET.O heaven! O wife, look how our daughter bleeds!This dagger hath mista’en, for lo, his houseIs empty on the back of Montague,And it mis-sheathed in my daughter’s bosom."
"epubcfi(/6/18!/4/2[pgepubid00030]/248)","LADY CAPULET.O me! This sight of death is as a bellThat warns my old age to a sepulchre."
"epubcfi(/6/18!/4/2[pgepubid00030]/250)","Enter Montague and others."
"epubcfi(/6/18!/4/2[pgepubid00030]/252)","PRINCE.Come, Montague, for thou art early up,To see thy son and heir more early down."
"epubcfi(/6/18!/4/2[pgepubid00030]/254)","MONTAGUE.Alas, my liege, my wife is dead tonight.Grief of my son’s exile hath stopp’d her breath.What further woe conspires against mine age?"
"epubcfi(/6/18!/4/2[pgepubid00030]/256)","PRINCE.Look, and thou shalt see."
"epubcfi(/6/18!/4/2[pgepubid00030]/258)","MONTAGUE.O thou untaught! What manners is in this,To press before thy father to a grave?"
"epubcfi(/6/18!/4/2[pgepubid00030]/260)","PRINCE.Seal up the mouth of outrage for a while,Till we can clear these ambiguities,And know their spring, their head, their true descent,And then will I be general of your woes,And lead you even to death. Meantime forbear,And let mischance be slave to patience.Bring forth the parties of suspicion."
"epubcfi(/6/18!/4/2[pgepubid00030]/262)","FRIAR LAWRENCE.I am the greatest, able to do least,Yet most suspected, as the time and placeDoth make against me, of this direful murder.And here I stand, both to impeach and purgeMyself condemned and myself excus’d."
"epubcfi(/6/18!/4/2[pgepubid00030]/264)","PRINCE.Then say at once what thou dost know in this."
"epubcfi(/6/18!/4/2[pgepubid00030]/266)","FRIAR LAWRENCE.I will be brief, for my short date of breathIs not so long as is a tedious tale.Romeo, there dead, was husband to that Juliet,And she, there dead, that Romeo’s faithful wife.I married them; and their stol’n marriage dayWas Tybalt’s doomsday, whose untimely deathBanish’d the new-made bridegroom from this city;For whom, and not for Tybalt, Juliet pin’d.You, to remove that siege of grief from her,Betroth’d, and would have married her perforceTo County Paris. Then comes she to me,And with wild looks, bid me devise some meansTo rid her from this second marriage,Or in my cell there would she kill herself.Then gave I her, so tutored by my art,A sleeping potion, which so took effectAs I intended, for it wrought on herThe form of death. Meantime I writ to RomeoThat he should hither come as this dire nightTo help to take her from her borrow’d grave,Being the time the potion’s force should cease.But he which bore my letter, Friar John,Was stay’d by accident; and yesternightReturn’d my letter back. Then all aloneAt the prefixed hour of her wakingCame I to take her from her kindred’s vault,Meaning to keep her closely at my cellTill I conveniently could send to Romeo.But when I came, some minute ere the timeOf her awaking, here untimely layThe noble Paris and true Romeo dead.She wakes; and I entreated her come forthAnd bear this work of heaven with patience.But then a noise did scare me from the tomb;And she, too desperate, would not go with me,But, as it seems, did violence on herself.All this I know; and to the marriageHer Nurse is privy. And if ought in thisMiscarried by my fault, let my old lifeBe sacrific’d, some hour before his time,Unto the rigour of severest law."
"epubcfi(/6/18!/4/2[pgepubid00030]/268)","PRINCE.We still have known thee for a holy man.Where’s Romeo’s man? What can he say to this?"
"epubcfi(/6/18!/4/2[pgepubid00030]/270)","BALTHASAR.I brought my master news of Juliet’s death,And then in post he came from MantuaTo this same place, to this same monument.This letter he early bid me give his father,And threaten’d me with death, going in the vault,If I departed not, and left him there."
"epubcfi(/6/18!/4/2[pgepubid00030]/272)","PRINCE.Give me the letter, I will look on it.Where is the County’s Page that rais’d the watch?Sirrah, what made your master in this place?"
"epubcfi(/6/18!/4/2[pgepubid00030]/274)","PAGE.He came with flowers to strew his lady’s grave,And bid me stand aloof, and so I did.Anon comes one with light to ope the tomb,And by and by my master drew on him,And then I ran away to call the watch."
"epubcfi(/6/18!/4/2[pgepubid00030]/276)","PRINCE.This letter doth make good the Friar’s words,Their course of love, the tidings of her death.And here he writes that he did buy a poisonOf a poor ’pothecary, and therewithalCame to this vault to die, and lie with Juliet.Where be these enemies? Capulet, Montague,See what a scourge is laid upon your hate,That heaven finds means to kill your joys with love!And I, for winking at your discords too,Have lost a brace of kinsmen. All are punish’d."
"epubcfi(/6/18!/4/2[pgepubid00030]/278)","CAPULET.O brother Montague, give me thy hand.This is my daughter’s jointure, for no moreCan I demand."
"epubcfi(/6/18!/4/2[pgepubid00030]/280)","MONTAGUE.But I can give thee more,For I will raise her statue in pure gold,That whiles Verona by that name is known,There shall no figure at such rate be setAs that of true and faithful Juliet."
"epubcfi(/6/18!/4/2[pgepubid00030]/282)","CAPULET.As rich shall Romeo’s by his lady’s lie,Poor sacrifices of our enmity."
